"Местное время в Красноярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.04.2024 19:00";"6.3";"752.2";"769.5";"";"29";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"8.0";"";"";"";"";"";"";"-10.6";"";"";"";"";"";"";
"25.04.2024 16:00";"5.8";"752.1";"769.4";"";"30";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.6";"";"";"";"";"";"";
"25.04.2024 13:00";"4.4";"752.4";"769.8";"";"36";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"25.04.2024 10:00";"-1.2";"752.8";"770.6";"";"51";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.1";"";"";"";"";"";"";
"25.04.2024 07:00";"-6.2";"752.4";"770.5";"";"69";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"-6.6";"";"";"";"";"";"";"";"-11.1";"";"";"";"";"";"";
"25.04.2024 04:00";"-6.2";"751.3";"769.3";"";"67";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"25.04.2024 01:00";"-5.1";"750.5";"768.4";"";"68";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.2";"";"";"";"";"";"";
"24.04.2024 22:00";"-3.0";"749.4";"767.2";"";"62";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"24.04.2024 19:00";"-1.2";"748.2";"765.8";"";"58";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"";"0.2";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"24.04.2024 16:00";"-1.0";"747.3";"764.9";"";"57";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"24.04.2024 13:00";"-1.2";"746.5";"764.2";"";"54";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.4";"";"";"";"";"";"";
"24.04.2024 10:00";"-3.2";"746.8";"764.6";"";"65";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"-5.8";"";"";"";"";"";"";"";"-8.9";"";"";"";"";"";"";
"24.04.2024 07:00";"-5.8";"746.7";"764.5";"";"80";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"-5.8";"";"";"";"";"";"";"";"-8.7";"";"";"";"";"";"";
"24.04.2024 04:00";"-5.1";"745.9";"763.6";"";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.2";"";"";"";"";"";"";
"24.04.2024 01:00";"-3.2";"745.0";"762.7";"";"89";"Ветер, дующий с западо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"23.04.2024 22:00";"-1.2";"743.3";"760.8";"";"93";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"23.04.2024 19:00";"4.9";"740.8";"757.9";"";"41";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"7.5";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"23.04.2024 16:00";"5.7";"740.3";"757.3";"";"37";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.1";"";"";"";"";"";"";
"23.04.2024 13:00";"4.2";"740.7";"757.8";"";"46";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"23.04.2024 10:00";"1.4";"741.7";"759.0";"";"68";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"";"";"";"";"";"";
"23.04.2024 07:00";"-0.6";"742.2";"759.7";"";"89";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"-0.8";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"23.04.2024 04:00";"0.3";"742.7";"760.1";"";"69";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"23.04.2024 01:00";"0.5";"743.2";"760.6";"";"72";"Ветер, дующий с запада";"2";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"22.04.2024 22:00";"1.2";"743.2";"760.6";"";"63";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"22.04.2024 19:00";"2.1";"741.9";"759.1";"";"69";"Ветер, дующий с запада";"4";"";"10";"";" ";"";"";"";"7.6";"";"";"";"";"";"";"-3.1";"";"";"";"";"";"";
"22.04.2024 16:00";"4.4";"739.3";"756.4";"";"65";"Ветер, дующий с запада";"4";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"22.04.2024 13:00";"6.8";"737.5";"754.3";"";"68";"Ветер, дующий с запада";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"22.04.2024 10:00";"5.2";"737.5";"754.5";"";"75";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"22.04.2024 07:00";"2.1";"740.4";"757.6";"";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"0.1";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"22.04.2024 04:00";"1.8";"745.0";"762.4";"";"72";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"22.04.2024 01:00";"0.6";"748.8";"766.3";"";"71";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.2";"";"";"";"";"";"";
"21.04.2024 22:00";"2.3";"751.8";"769.3";"";"56";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"21.04.2024 19:00";"5.7";"753.1";"770.5";"";"32";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"7.7";"";"";"";"";"";"";"-9.8";"";"";"";"";"";"";
"21.04.2024 16:00";"6.8";"753.7";"771.0";"";"31";"Ветер, дующий с западо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"21.04.2024 13:00";"4.6";"754.2";"771.6";"";"36";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"21.04.2024 10:00";"1.5";"754.0";"771.7";"";"38";"Ветер, дующий с западо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.3";"";"";"";"";"";"";
"21.04.2024 07:00";"-2.1";"752.9";"770.8";"";"66";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"-2.5";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"21.04.2024 04:00";"-1.7";"751.6";"769.3";"";"68";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"21.04.2024 01:00";"0.4";"751.2";"768.8";"";"67";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"20.04.2024 22:00";"0.9";"750.7";"768.2";"";"78";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"20.04.2024 19:00";"1.3";"749.5";"766.9";"";"82";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"";"2.1";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"20.04.2024 16:00";"1.6";"747.4";"764.8";"";"82";"Ветер, дующий с запада";"3";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"20.04.2024 13:00";"1.2";"744.9";"762.3";"";"87";"Ветер, дующий с запада";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"20.04.2024 10:00";"0.4";"743.2";"760.6";"";"96";"Ветер, дующий с западо-юго-запада";"4";"";"13";"";" ";"";"";"0.4";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"20.04.2024 07:00";"1.9";"741.1";"758.4";"";"74";"Ветер, дующий с запада";"4";"";"10";"";" ";"";"";"1.9";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"20.04.2024 04:00";"2.4";"739.4";"756.6";"";"81";"Ветер, дующий с запада";"4";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"20.04.2024 01:00";"4.0";"738.1";"755.2";"";"77";"Ветер, дующий с западо-юго-запада";"4";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"19.04.2024 22:00";"4.5";"737.0";"754.0";"";"82";"Ветер, дующий с западо-юго-запада";"3";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"19.04.2024 19:00";"6.4";"735.5";"752.3";"";"73";"Ветер, дующий с западо-юго-запада";"3";"";"";"";" ";"";"";"";"14.7";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"19.04.2024 16:00";"12.7";"732.9";"749.3";"";"49";"Ветер, дующий с западо-юго-запада";"4";"";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"19.04.2024 13:00";"13.2";"732.7";"749.1";"";"61";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"19.04.2024 10:00";"9.5";"735.3";"751.9";"";"70";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"19.04.2024 07:00";"8.2";"739.2";"756.0";"";"67";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"5.1";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"19.04.2024 04:00";"5.7";"742.2";"759.2";"";"73";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"19.04.2024 01:00";"6.2";"744.4";"761.4";"";"68";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"18.04.2024 22:00";"7.8";"745.4";"762.4";"";"61";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"18.04.2024 19:00";"11.8";"745.8";"762.6";"";"47";"Ветер, дующий с западо-северо-запада";"2";"";"10";"";" ";"";"";"";"16.2";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"18.04.2024 16:00";"14.9";"745.3";"761.8";"";"31";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"18.04.2024 13:00";"14.0";"745.1";"761.8";"";"41";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"18.04.2024 10:00";"6.6";"745.0";"762.1";"";"73";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"18.04.2024 07:00";"2.2";"745.0";"762.3";"";"61";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"1.4";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"18.04.2024 04:00";"1.8";"745.9";"763.3";"";"52";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"18.04.2024 01:00";"5.3";"748.0";"765.3";"";"35";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.1";"";"";"";"";"";"";
"17.04.2024 22:00";"6.7";"750.1";"767.3";"";"39";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"17.04.2024 19:00";"10.4";"750.9";"767.9";"";"28";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"13.0";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"17.04.2024 16:00";"12.7";"752.3";"769.1";"";"22";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"17.04.2024 13:00";"8.9";"754.1";"771.3";"";"30";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.0";"";"";"";"";"";"";
"17.04.2024 10:00";"2.4";"755.7";"773.2";"";"53";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"17.04.2024 07:00";"-3.2";"755.8";"773.7";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-4.5";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"17.04.2024 04:00";"-3.5";"755.1";"773.0";"";"76";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"17.04.2024 01:00";"-1.3";"754.2";"772.0";"";"64";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"16.04.2024 22:00";"0.8";"753.2";"770.8";"";"58";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"16.04.2024 19:00";"5.9";"751.5";"768.7";"";"30";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"7.6";"";"";"";"";"";"";"-10.7";"";"";"";"";"";"";
"16.04.2024 16:00";"7.2";"751.0";"768.1";"";"29";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.9";"";"";"";"";"";"";
"16.04.2024 13:00";"4.8";"751.0";"768.3";"";"36";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"";"";"";"";"";"";
"16.04.2024 10:00";"0.7";"750.5";"768.1";"";"50";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"15.04.2024 16:00";"12.1";"737.5";"754.1";"";"70";"Ветер, дующий с юго-юго-запада";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"15.04.2024 13:00";"14.7";"737.9";"754.3";"";"50";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"15.04.2024 10:00";"11.6";"737.8";"754.4";"";"66";"Ветер, дующий с юго-запада";"3";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"15.04.2024 07:00";"10.3";"737.3";"754.0";"";"69";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"7.5";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"15.04.2024 04:00";"9.1";"737.8";"754.5";"";"69";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"15.04.2024 01:00";"9.5";"738.7";"755.4";"";"73";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"14.04.2024 22:00";"8.7";"739.8";"756.6";"";"81";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"14.04.2024 19:00";"10.9";"738.4";"755.1";"";"59";"Ветер, дующий с юго-юго-запада";"2";"";"12";"";" ";"";"";"";"12.1";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"14.04.2024 16:00";"11.7";"737.9";"754.5";"";"52";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"14.04.2024 13:00";"8.0";"739.7";"756.5";"";"66";"Ветер, дующий с юго-юго-запада";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"14.04.2024 10:00";"6.6";"740.1";"757.0";"";"66";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"14.04.2024 07:00";"4.5";"741.1";"758.2";"";"67";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"3.4";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"14.04.2024 04:00";"4.4";"741.3";"758.4";"";"52";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"14.04.2024 01:00";"4.2";"741.8";"759.0";"";"37";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"";"";"";"";"";"";
"13.04.2024 22:00";"4.1";"742.9";"760.1";"";"35";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.1";"";"";"";"";"";"";
"13.04.2024 19:00";"4.6";"744.1";"761.3";"";"31";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"6.5";"";"";"";"";"";"";"-11.4";"";"";"";"";"";"";
"13.04.2024 16:00";"6.1";"745.0";"762.1";"";"24";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.3";"";"";"";"";"";"";
"13.04.2024 13:00";"4.3";"746.3";"763.6";"";"29";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.1";"";"";"";"";"";"";
"13.04.2024 10:00";"-1.1";"748.0";"765.7";"";"48";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.9";"";"";"";"";"";"";
"13.04.2024 07:00";"-4.9";"748.7";"766.6";"";"59";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"-6.7";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"13.04.2024 04:00";"-6.5";"748.6";"766.6";"";"60";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.1";"";"";"";"";"";"";
"13.04.2024 01:00";"-5.2";"748.6";"766.6";"";"43";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.9";"";"";"";"";"";"";
"12.04.2024 19:00";"0.3";"745.4";"762.9";"";"25";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"";"2.4";"";"";"";"";"";"";"-17.4";"";"";"";"";"";"";
"12.04.2024 16:00";"1.5";"743.6";"760.9";"";"29";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.9";"";"";"";"";"";"";
"12.04.2024 13:00";"0.8";"742.3";"759.7";"";"30";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.9";"";"";"";"";"";"";
"12.04.2024 10:00";"-2.2";"742.2";"759.7";"";"36";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"-3.3";"";"";"";"";"";"";"";"-15.5";"";"";"";"";"";"";
"12.04.2024 07:00";"-3.2";"741.7";"759.3";"";"48";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"-3.2";"";"";"";"";"";"";"";"-12.8";"";"";"";"";"";"";
"12.04.2024 04:00";"-2.1";"741.5";"759.1";"";"47";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.0";"";"";"";"";"";"";
"12.04.2024 01:00";"-0.8";"742.0";"759.4";"";"47";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.7";"";"";"";"";"";"";
"11.04.2024 22:00";"1.5";"741.7";"759.1";"";"40";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.8";"";"";"";"";"";"";
"11.04.2024 19:00";"2.2";"741.2";"758.5";"";"28";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"3.1";"";"";"";"";"";"";"-14.5";"";"";"";"";"";"";
"11.04.2024 16:00";"2.4";"741.6";"758.8";"";"33";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.2";"";"";"";"";"";"";
"11.04.2024 13:00";"1.1";"742.7";"760.0";"";"35";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.9";"";"";"";"";"";"";
"11.04.2024 10:00";"-1.1";"743.8";"761.3";"";"45";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"-1.3";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"11.04.2024 07:00";"-0.8";"742.6";"760.0";"";"79";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"-0.8";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"11.04.2024 04:00";"-0.2";"741.3";"758.7";"";"82";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"11.04.2024 01:00";"1.6";"740.7";"757.9";"";"87";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"10.04.2024 22:00";"3.5";"740.1";"757.2";"";"79";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"10.04.2024 19:00";"5.6";"739.0";"755.9";"";"73";"Ветер, дующий с западо-юго-запада";"2";"";"10";"";" ";"";"";"";"10.5";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"10.04.2024 16:00";"6.2";"738.0";"754.9";"";"69";"Ветер, дующий с западо-юго-запада";"5";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"10.04.2024 13:00";"8.8";"736.6";"753.4";"";"74";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"10.04.2024 10:00";"9.2";"736.5";"753.1";"";"75";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
